Maquina,Rodada,Date,Time,Origem_Arquivo,Relógios núcleo (avg) [MHz],Relógios efetivos núcleo (avg) [MHz],Uso total da CPU [%],Carga do núcleo da GPU [%],CPU Inteira [°C],CPU Inteira [°C].1,Núcleo máximo [°C],Estrangulamento térmico do núcleo (avg) [Yes/Não],Distância do núcleo para TjMAX (avg) [°C],Potência total da CPU [W],IA: Package-Level RAPL/PBM PL1 [Yes/Não],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/Não],Limite de desempenho - Térmico [Yes/Não],Relógio da memória [MHz],Taxa de leituras [MB/s],Taxa de gravações [MB/s],Potência das linhas GPU (avg) [W],GPU Clock [MHz].1,GPU Clock [MHz],Limite térmico da GPU [°C]
Máquina B,4,17.6.2026,13:24:15.433,maqB_rodada_04.csv,1296.8,116.4,5.2,0.0,54,55,52,Não,49,11.953,Não,Não,,1330.1,0.0,0.018,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:17.455,maqB_rodada_04.csv,1336.7,48.5,5.6,0.0,53,53,52,Não,50,5.216,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:19.475,maqB_rodada_04.csv,2045.0,486.6,22.2,0.0,61,61,63,Não,40,2.866,Não,Não,,1330.1,0.0,0.017,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:21.455,maqB_rodada_04.csv,2603.6,2217.6,85.4,0.0,71,68,71,Não,34,6.775,Não,Não,,1330.1,0.0,0.077,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:23.461,maqB_rodada_04.csv,2583.7,2243.8,81.2,0.0,69,70,70,Não,32,19.961,Não,Não,,1330.1,0.0,0.003,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:25.446,maqB_rodada_04.csv,2114.8,2160.4,80.2,0.0,63,65,63,Não,38,22.346,Não,Não,,1330.1,0.0,0.0,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:27.465,maqB_rodada_04.csv,987.6,67.7,4.5,0.0,57,57,55,Não,46,2.916,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:29.459,maqB_rodada_04.csv,1027.5,53.1,4.1,0.0,56,56,55,Não,47,2.846,Não,Não,,1330.1,0.0,0.048,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:31.447,maqB_rodada_04.csv,2613.6,962.3,33.7,0.0,74,73,74,Não,30,10.609,Não,Não,,1330.1,0.0,0.008,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:33.456,maqB_rodada_04.csv,1915.3,2174.6,80.8,0.0,73,73,73,Não,36,23.114,Não,Não,,1330.1,0.009,0.07,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:35.455,maqB_rodada_04.csv,1356.7,57.0,3.9,0.0,58,58,56,Não,45,2.96,Não,Não,,1330.1,0.0,0.02,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:37.460,maqB_rodada_04.csv,1586.1,46.6,3.6,0.0,57,58,55,Não,46,2.96,Não,Não,,1330.1,0.0,0.063,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:39.455,maqB_rodada_04.csv,2653.5,854.1,39.9,0.0,69,69,69,Não,32,10.0,Não,Não,,1330.1,0.0,0.053,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:41.448,maqB_rodada_04.csv,1157.2,648.8,23.6,0.0,57,57,55,Não,46,10.744,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:43.455,maqB_rodada_04.csv,1077.4,42.7,3.7,0.0,55,56,54,Não,47,3.546,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:45.480,maqB_rodada_04.csv,2683.4,549.6,21.2,0.0,74,75,79,Não,25,3.546,Não,Não,,1330.1,0.0,0.031,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:47.490,maqB_rodada_04.csv,2104.9,1888.7,72.0,0.0,73,72,73,Não,32,25.297,Não,Não,,1330.1,0.0,0.27,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:49.487,maqB_rodada_04.csv,1027.5,1768.5,60.8,0.0,62,62,61,Não,40,24.193,Não,Não,,1330.1,0.0,0.074,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:51.464,maqB_rodada_04.csv,1256.9,53.5,3.3,0.0,59,59,56,Não,44,2.455,Não,Não,,1330.1,0.0,0.076,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:53.471,maqB_rodada_04.csv,1346.7,52.9,3.8,0.0,58,58,56,Não,45,2.54,Não,Não,,1330.1,0.0,0.006,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:55.480,maqB_rodada_04.csv,2204.6,856.7,34.1,0.0,77,77,75,Não,35,12.515,Não,Não,,1330.1,0.0,0.043,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:57.480,maqB_rodada_04.csv,2314.3,1723.3,61.2,0.0,75,76,81,Não,23,23.465,Não,Não,,1330.1,0.0,0.003,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:24:59.469,maqB_rodada_04.csv,1157.2,1424.2,58.0,0.0,62,62,59,Não,41,20.002,Não,Não,,1330.1,0.0,0.054,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:1.472,maqB_rodada_04.csv,1356.7,55.8,4.2,0.0,59,60,58,Não,43,2.585,Não,Não,,1330.1,0.0,0.02,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:3.474,maqB_rodada_04.csv,1137.2,98.3,5.5,0.0,58,59,57,Não,44,3.782,Não,Não,,1330.1,0.0,0.13,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:5.485,maqB_rodada_04.csv,2603.6,1934.2,73.0,0.0,92,92,92,Não,11,21.349,Não,Não,,1330.1,0.0,0.025,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:7.513,maqB_rodada_04.csv,2773.2,2487.2,85.1,0.0,95,95,96,Não,8,33.516,Não,Não,,1330.1,0.025,0.045,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:9.520,maqB_rodada_04.csv,2763.2,2650.2,90.6,0.0,96,95,96,Sim,8,37.521,Não,Não,,1330.1,0.0,0.052,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:11.521,maqB_rodada_04.csv,1636.0,2204.3,93.4,0.0,76,74,76,Sim,26,26.306,Sim,Não,,1330.1,0.0,0.046,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:13.522,maqB_rodada_04.csv,1636.0,1593.9,90.0,0.0,74,73,74,Não,27,14.363,Sim,Não,,1330.1,0.018,0.15,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:15.502,maqB_rodada_04.csv,937.7,1282.2,82.2,0.0,68,68,66,Não,36,13.239,Sim,Não,,1330.1,0.143,1.928,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:17.499,maqB_rodada_04.csv,1306.8,87.2,5.6,0.0,64,65,63,Não,38,3.47,Sim,Não,,1330.1,0.036,0.323,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:19.519,maqB_rodada_04.csv,1027.5,44.1,3.8,0.0,63,63,62,Não,40,2.435,Não,Não,,1330.1,0.0,0.055,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:21.519,maqB_rodada_04.csv,2653.5,256.3,10.5,0.0,86,86,86,Não,34,6.347,Não,Não,,1330.1,0.0,0.012,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:23.532,maqB_rodada_04.csv,2543.8,493.9,13.8,0.0,79,79,79,Não,34,14.705,Não,Não,,1330.1,0.032,0.156,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:25.545,maqB_rodada_04.csv,2513.9,501.5,14.1,0.0,86,86,86,Não,33,14.582,Não,Não,,1330.1,0.0,0.054,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:27.553,maqB_rodada_04.csv,1396.6,174.1,11.4,0.0,62,62,61,Não,40,5.568,Não,Não,,1330.1,0.014,1.788,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:29.543,maqB_rodada_04.csv,1117.3,153.1,10.6,0.0,62,61,59,Não,43,4.291,Não,Não,,1330.1,0.033,0.084,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:31.544,maqB_rodada_04.csv,2733.3,792.9,31.9,0.0,86,88,88,Não,15,9.892,Não,Não,,1330.1,0.0,0.024,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:33.536,maqB_rodada_04.csv,1097.3,2062.4,72.5,0.0,64,64,62,Não,39,26.706,Não,Não,,1330.1,0.008,0.108,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:35.526,maqB_rodada_04.csv,1217.0,52.9,3.6,0.0,61,61,61,Não,41,2.597,Não,Não,,1330.1,0.024,0.38,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:37.546,maqB_rodada_04.csv,1296.8,45.8,3.9,0.0,60,60,59,Não,42,2.629,Não,Não,,1330.1,0.0,0.008,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:39.550,maqB_rodada_04.csv,2733.3,1256.0,52.4,0.0,86,82,86,Não,17,15.439,Não,Não,,1330.1,0.0,0.041,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:41.535,maqB_rodada_04.csv,1665.9,1853.2,77.7,0.0,68,69,68,Não,33,20.894,Não,Não,,1330.1,0.0,0.003,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:43.534,maqB_rodada_04.csv,1097.3,60.1,3.8,0.0,62,61,59,Não,42,2.961,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:45.541,maqB_rodada_04.csv,1266.9,48.8,4.1,0.0,60,60,59,Não,43,2.934,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:47.538,maqB_rodada_04.csv,2733.3,1162.7,42.1,0.0,95,93,95,Não,10,17.948,Não,Não,,1330.1,0.0,0.007,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:49.530,maqB_rodada_04.csv,1486.4,861.8,32.6,0.0,62,62,59,Não,41,13.786,Não,Não,,1330.1,0.064,0.516,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:51.537,maqB_rodada_04.csv,1037.5,70.4,5.8,0.0,60,60,59,Não,42,3.013,Não,Não,,1330.1,0.008,0.34,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:53.533,maqB_rodada_04.csv,2035.0,172.6,8.1,0.0,68,68,67,Não,34,4.004,Não,Não,,1330.1,0.0,0.042,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:55.545,maqB_rodada_04.csv,1117.3,959.9,38.2,0.0,60,60,58,Não,43,12.113,Não,Não,,1330.1,0.0,0.013,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:57.534,maqB_rodada_04.csv,1007.5,52.7,4.4,0.0,59,60,58,Não,44,4.17,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:25:59.537,maqB_rodada_04.csv,2334.3,62.2,3.6,0.0,65,66,66,Não,42,2.743,Não,Não,,1330.1,0.049,0.086,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:1.536,maqB_rodada_04.csv,1845.5,1737.1,69.7,0.0,70,70,70,Não,31,2.743,Não,Não,,1330.1,0.0,0.017,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:3.531,maqB_rodada_04.csv,1346.7,1950.1,75.0,0.0,64,64,64,Não,38,22.204,Não,Não,,1330.1,0.0,0.042,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:5.538,maqB_rodada_04.csv,1695.9,130.9,10.5,0.0,61,60,59,Não,42,22.204,Não,Não,,1330.1,0.0,0.01,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:7.579,maqB_rodada_04.csv,1227.0,114.6,9.7,0.0,60,60,58,Não,43,4.263,Não,Não,,1330.1,0.0,0.012,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:9.569,maqB_rodada_04.csv,2533.8,1130.0,43.2,0.0,77,80,77,Não,26,3.706,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:11.558,maqB_rodada_04.csv,1586.1,688.8,25.1,0.0,60,60,59,Não,42,14.103,Não,Não,,1330.1,0.0,0.032,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:13.567,maqB_rodada_04.csv,1506.3,54.1,3.7,0.0,59,60,58,Não,43,9.586,Não,Não,,1330.1,0.0,0.043,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:15.576,maqB_rodada_04.csv,2174.7,98.1,5.0,0.0,61,66,64,Não,40,2.811,Não,Não,,1330.1,0.003,0.064,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:17.566,maqB_rodada_04.csv,1725.8,1202.4,46.0,0.0,60,60,59,Não,43,3.36,Não,Não,,1330.1,0.0,0.013,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:19.571,maqB_rodada_04.csv,1675.9,56.6,4.1,0.0,59,59,57,Não,44,15.118,Não,Não,,1330.1,0.0,0.006,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:21.589,maqB_rodada_04.csv,1426.5,42.0,3.0,0.0,59,59,56,Não,45,2.733,Não,Não,,1330.1,0.0,0.004,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:23.577,maqB_rodada_04.csv,1935.3,878.4,32.5,0.0,80,92,79,Não,27,2.408,Não,Não,,1330.1,0.0,0.045,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:25.595,maqB_rodada_04.csv,1107.3,88.1,4.7,0.0,59,59,56,Não,45,13.646,Não,Não,,1330.1,0.0,0.047,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:27.592,maqB_rodada_04.csv,1047.4,45.4,4.1,0.0,58,59,55,Não,46,3.602,Não,Não,,1330.1,0.0,0.0,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:29.587,maqB_rodada_04.csv,2743.3,898.6,33.4,0.0,81,77,92,Não,16,3.957,Não,Não,,1330.1,0.015,0.05,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:31.591,maqB_rodada_04.csv,1217.0,774.0,30.9,0.0,59,59,56,Não,45,10.721,Não,Não,,1330.1,0.0,0.053,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:33.570,maqB_rodada_04.csv,1256.9,73.1,5.1,0.0,59,58,56,Não,45,12.712,Não,Não,,1330.1,0.0,0.049,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:35.590,maqB_rodada_04.csv,1117.3,40.4,2.9,0.0,58,58,55,Não,46,3.939,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:37.626,maqB_rodada_04.csv,1416.5,436.4,19.4,0.0,62,63,61,Não,40,2.279,Não,Não,,1330.1,0.206,0.721,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:39.651,maqB_rodada_04.csv,1556.2,388.5,27.9,0.0,59,62,59,Não,42,8.235,Não,Não,,1330.1,0.185,1.766,0.0,0.0,300.0,0.0
Máquina B,4,17.6.2026,13:26:41.627,maqB_rodada_04.csv,1147.2,268.5,15.2,0.0,58,58,57,Não,44,6.716,Não,Não,,1330.1,0.129,0.622,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:7.061,maqB_rodada_05.csv,1356.7,35.3,2.4,0.0,47,47,46,Não,55,2.159,Não,Não,,1330.1,0.032,0.07,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:9.042,maqB_rodada_05.csv,2204.6,108.5,7.1,0.0,48,49,47,Não,54,1.887,Não,Não,,1330.1,0.1,0.44,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:11.051,maqB_rodada_05.csv,1037.5,115.8,5.5,0.0,47,51,46,Não,55,3.05,Não,Não,,1330.1,0.016,0.054,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:13.037,maqB_rodada_05.csv,1486.4,94.3,7.6,0.0,47,47,46,Não,55,3.882,Não,Não,,1330.1,0.008,0.226,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:15.043,maqB_rodada_05.csv,1995.1,154.1,7.9,0.0,48,55,48,Não,53,3.625,Não,Não,,1330.1,0.049,0.349,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:17.052,maqB_rodada_05.csv,2234.5,339.6,10.9,0.0,61,58,61,Não,47,4.043,Não,Não,,1330.1,0.0,0.036,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:19.040,maqB_rodada_05.csv,2304.4,358.6,10.0,0.0,64,68,64,Não,45,7.659,Não,Não,,1330.1,0.008,0.037,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:21.050,maqB_rodada_05.csv,2294.4,375.1,10.4,0.0,68,66,68,Não,46,10.53,Não,Não,,1330.1,0.368,0.129,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:23.057,maqB_rodada_05.csv,2164.7,361.1,10.0,0.0,64,66,62,Não,45,11.653,Não,Não,,1330.1,0.0,0.055,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:25.040,maqB_rodada_05.csv,2513.9,378.2,11.3,0.0,64,65,61,Não,44,11.521,Não,Não,,1330.1,0.21,0.143,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:27.052,maqB_rodada_05.csv,2344.3,369.0,10.2,0.0,64,64,64,Não,43,12.031,Não,Não,,1330.1,0.0,0.064,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:29.059,maqB_rodada_05.csv,1376.6,265.9,10.9,0.0,53,53,52,Não,48,11.269,Não,Não,,1330.1,0.0,0.081,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:31.079,maqB_rodada_05.csv,1665.9,57.8,4.4,0.0,53,54,52,Não,49,8.096,Não,Não,,1330.1,0.008,0.037,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:33.068,maqB_rodada_05.csv,1616.0,39.8,4.7,0.0,53,53,52,Não,49,2.464,Não,Não,,1330.1,0.0,0.041,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:35.067,maqB_rodada_05.csv,2104.9,233.4,8.7,0.0,57,57,57,Não,45,2.252,Não,Não,,1330.1,0.0,0.067,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:37.080,maqB_rodada_05.csv,2563.7,366.3,10.4,0.0,60,62,60,Não,43,6.399,Não,Não,,1330.1,0.0,0.046,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:39.080,maqB_rodada_05.csv,2553.8,355.3,10.4,0.0,62,68,64,Não,42,9.732,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:41.082,maqB_rodada_05.csv,2324.3,388.5,10.9,0.0,64,65,64,Não,41,9.537,Não,Não,,1330.1,0.0,0.035,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:43.084,maqB_rodada_05.csv,2523.8,358.2,12.4,0.0,61,63,61,Não,43,10.388,Não,Não,,1330.1,0.0,0.039,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:45.097,maqB_rodada_05.csv,2573.7,361.8,10.2,0.0,64,68,62,Não,41,9.83,Não,Não,,1330.1,0.0,0.005,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:47.092,maqB_rodada_05.csv,1985.1,101.5,4.5,0.0,53,54,53,Não,48,9.698,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:49.101,maqB_rodada_05.csv,1825.5,46.7,3.3,0.0,54,54,52,Não,48,3.746,Não,Não,,1330.1,0.002,0.058,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:51.094,maqB_rodada_05.csv,1765.7,129.8,6.7,0.0,56,61,57,Não,45,2.373,Não,Não,,1330.1,0.0,0.024,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:53.098,maqB_rodada_05.csv,1935.3,157.3,6.1,0.0,53,53,51,Não,50,4.162,Não,Não,,1330.1,0.0,0.018,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:55.105,maqB_rodada_05.csv,1536.2,43.4,3.0,0.0,52,53,52,Não,50,5.358,Não,Não,,1330.1,0.0,0.0,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:57.093,maqB_rodada_05.csv,1875.4,84.2,4.4,0.0,58,58,58,Não,46,2.27,Não,Não,,1330.1,0.0,0.032,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:43:59.104,maqB_rodada_05.csv,2384.2,334.9,10.2,0.0,64,65,57,Não,45,2.991,Não,Não,,1330.1,0.068,0.148,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:1.117,maqB_rodada_05.csv,2254.5,368.5,12.0,0.0,61,58,64,Não,43,8.957,Não,Não,,1330.1,0.0,0.007,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:3.137,maqB_rodada_05.csv,1596.1,71.0,5.0,0.0,53,53,51,Não,50,10.936,Não,Não,,1330.1,0.032,0.093,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:5.145,maqB_rodada_05.csv,1616.0,40.7,3.0,0.0,53,57,51,Não,50,3.152,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:7.135,maqB_rodada_05.csv,2374.2,164.3,6.3,0.0,60,59,54,Não,47,2.203,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:9.129,maqB_rodada_05.csv,2603.6,360.5,10.4,0.0,65,69,68,Não,43,4.827,Não,Não,,1330.1,0.0,0.043,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:11.140,maqB_rodada_05.csv,1655.9,352.9,10.1,0.0,55,55,53,Não,48,11.451,Não,Não,,1330.1,0.0,0.041,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:13.147,maqB_rodada_05.csv,1646.0,55.0,3.9,0.0,52,52,51,Não,50,11.712,Não,Não,,1330.1,0.0,0.003,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:15.139,maqB_rodada_05.csv,1765.7,39.8,3.0,0.0,53,57,51,Não,50,2.584,Não,Não,,1330.1,0.0,0.024,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:17.142,maqB_rodada_05.csv,2314.3,204.9,7.7,0.0,60,59,59,Não,47,2.226,Não,Não,,1330.1,0.0,0.033,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:19.153,maqB_rodada_05.csv,2653.5,355.7,9.8,0.0,66,69,66,Não,42,5.848,Não,Não,,1330.1,0.0,0.05,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:21.164,maqB_rodada_05.csv,1905.3,241.8,9.3,0.0,53,54,51,Não,50,10.166,Não,Não,,1330.1,0.0,0.016,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:23.158,maqB_rodada_05.csv,1636.0,47.3,3.1,0.0,52,53,51,Não,50,8.142,Não,Não,,1330.1,0.0,0.015,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:25.149,maqB_rodada_05.csv,1386.6,108.3,8.4,0.0,53,53,51,Não,50,2.336,Não,Não,,1330.1,0.0,0.01,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:27.155,maqB_rodada_05.csv,2553.8,293.0,9.2,0.0,71,66,71,Não,42,4.082,Não,Não,,1330.1,0.0,0.013,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:29.153,maqB_rodada_05.csv,2553.8,367.1,9.9,0.0,75,74,75,Não,43,9.062,Não,Não,,1330.1,0.0,0.046,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:31.173,maqB_rodada_05.csv,2583.7,377.6,10.4,0.0,70,71,70,Não,42,12.05,Não,Não,,1330.1,0.0,0.045,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:33.162,maqB_rodada_05.csv,987.6,176.5,6.3,0.0,53,53,52,Não,49,11.879,Não,Não,,1330.1,0.0,0.04,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:35.160,maqB_rodada_05.csv,1057.4,46.9,5.0,0.0,53,53,51,Não,50,6.095,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:37.162,maqB_rodada_05.csv,2094.9,76.2,3.9,0.0,61,60,60,Não,47,2.856,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:39.163,maqB_rodada_05.csv,2374.2,340.1,11.8,0.0,74,70,70,Não,44,3.049,Não,Não,,1330.1,0.0,0.015,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:41.178,maqB_rodada_05.csv,2593.7,389.9,10.6,0.0,66,74,64,Não,43,9.007,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:43.187,maqB_rodada_05.csv,2613.6,368.1,10.1,0.0,70,73,69,Não,42,12.178,Não,Não,,1330.1,0.0,0.043,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:45.196,maqB_rodada_05.csv,2683.4,370.1,10.1,0.0,73,64,74,Não,41,11.67,Não,Não,,1330.1,0.0,0.0,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:47.191,maqB_rodada_05.csv,2483.9,367.5,10.1,0.0,69,73,65,Não,42,11.584,Não,Não,,1330.1,0.0,0.044,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:49.198,maqB_rodada_05.csv,1406.6,246.4,7.8,0.0,55,55,55,Não,47,11.608,Não,Não,,1330.1,0.042,0.057,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:51.187,maqB_rodada_05.csv,1366.7,42.8,3.9,0.0,53,54,52,Não,49,8.511,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:53.191,maqB_rodada_05.csv,1526.3,40.8,3.2,0.0,54,54,52,Não,49,2.695,Não,Não,,1330.1,0.0,0.038,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:55.205,maqB_rodada_05.csv,2224.6,290.9,9.8,0.0,58,65,58,Não,44,2.587,Não,Não,,1330.1,0.0,0.002,0.0,0.0,300.0,0.0
Máquina B,5,17.6.2026,13:44:57.210,maqB_rodada_05.csv,1326.8,50.4,3.6,0.0,53,53,52,Não,49,9.319,Não,Não,,1330.1,0.0,0.001,0.0,0.0,300.0,0.0
