P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
43,0.0,42.0,5811,19:44:42.457,27.4,0.0,0.0,3.706,1097.3,10.8,27.0,66,0.006,1.0,55,0.0,0.0,36.7,1957.7,948.8,40.0,46.8,0.0,60.2,45,52,45,0.0,67,0.0,37,17.319,1909.5,0,0.0,10176,29.0,46,5.5,56.6,2.2,75.1,0.0,1396.6,0.0,54,1.006,0.0,0.0,1.5,55,0.0,0.0,0.0,17.6,0.0,0.4,0.6,46.2,2084,1.6,45,0.0,11031,52.0,7.5,66,11.0,0.0,52.2,33.4,0.0,44.0,57,0.0,0.0,0.0,14.0,0.1,0.0,0.2,0.5,0,0.0,19.5,47,0.2,3.17,13.608,415.3,1097.3,3.2,66,0.0,98.4,993,4.617,0.0,0.0,34,55,96.4,11.0,28.1,97.6,23.7,0.0,1.018,6.0,40,23.2,0.0,0.0,0.0,4090.0,0.0,71.3,7.5,2.8,66,45,1.6,3.2,74.5,0.149,0.0,45,0.1,1.6,16.4,36.0,11.3,0.0,53,6.25,0.0,41.0,1.4,55,0.0,0.0,1.1,37,0.3,45,37.2,4389.3,5.6,20.0,0.0,1.024,0.0,17.309,39.0,0,23.4,46.1,19.6,0.5,1.5,21.6.2026,1.018,48,0.0,0.0,598,2.3,73.6,0.0,0.0,0.1,14.0,0.0,0.0,11.3,1.021,3890.5,45,0.2,0.004,99.8,99.8,0.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.006,839.1,0.993,1.018,0,11.0,11.0,0.7,16.3,1195.7,1.083,494.0,1396.6,2.3,46.2
43,0.0,42.0,5808,19:44:43.448,30.0,0.0,0.0,3.706,3092.4,10.3,8.7,47,0.001,0.1,55,0.0,0.0,50.2,2319.3,1294.6,40.0,27.5,0.0,77.4,45,53,45,0.0,69,0.0,37,16.775,1005.7,0,2.4,10175,44.8,44,0.0,59.8,1.7,64.5,0.0,4489.0,0.0,56,1.058,0.0,0.0,0.1,55,0.0,0.0,0.0,1.3,0.0,0.1,0.3,44.8,2087,0.2,45,0.0,11032,52.0,7.5,69,31.0,0.0,51.0,17.6,0.0,14.0,57,0.0,0.0,0.0,45.0,0.0,0.0,0.2,0.4,0,0.0,7.5,63,0.2,2.89,13.365,407.4,1097.3,2.8,69,0.0,99.9,993,4.565,0.0,0.0,53,55,97.0,11.0,47.6,99.3,14.5,0.0,1.03,4.6,40,30.4,0.0,0.0,0.0,1795.6,0.0,52.1,11.9,0.0,63,45,0.3,2.1,39.6,0.123,0.0,45,4.1,2.0,15.9,42.0,10.0,0.0,37,14.375,0.0,18.0,0.0,55,0.0,0.0,0.2,37,0.0,45,31.2,1396.6,4.5,45.1,0.0,1.04,0.0,16.792,25.0,0,14.0,81.3,23.2,0.5,0.4,21.6.2026,1.043,47,0.0,0.0,598,0.7,73.5,0.0,0.0,0.0,45.0,0.0,0.0,10.0,1.037,2493.9,45,0.2,0.004,100.0,350.0,0.0,0,0.898,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.021,437.0,1.033,1.028,0,11.0,11.0,0.5,15.9,2103.6,1.045,487.9,4489.0,0.0,26.2
49,0.0,42.0,5808,19:44:44.471,18.6,0.0,0.0,3.706,3092.4,10.3,35.6,61,0.008,0.1,55,0.0,0.0,28.2,2356.7,727.5,40.0,47.1,0.0,65.4,45,52,45,1.1,64,0.0,37,16.708,1986.4,0,14.1,10175,37.1,44,4.3,57.1,1.3,76.2,0.0,4489.0,0.0,56,0.945,0.0,0.0,0.1,55,0.0,0.0,0.125,1.3,0.0,0.5,0.6,47.3,2087,2.2,45,0.0,11032,52.0,7.5,64,31.0,0.0,51.8,30.2,0.0,41.0,51,0.0,0.0,0.0,14.0,0.0,0.0,0.2,0.4,0,0.0,11.1,46,0.2,3.192,12.971,414.6,1097.3,1.8,64,0.0,99.8,993,4.657,0.0,0.0,39,55,98.0,11.0,32.7,96.8,20.5,0.0,1.023,7.4,40,18.0,0.0,0.0,0.0,2493.9,0.0,66.9,17.9,0.0,61,46,1.6,2.6,77.0,0.153,0.0,45,4.4,2.8,16.2,36.0,12.2,0.0,54,13.75,0.0,25.0,0.0,55,0.0,0.0,1.2,37,0.3,45,23.3,4090.0,4.7,19.9,0.0,1.013,0.0,16.721,39.0,0,21.0,54.8,23.6,0.5,0.4,21.6.2026,1.021,48,0.0,0.0,598,3.1,73.5,0.0,0.0,0.0,45.0,0.0,0.0,12.2,1.018,3890.5,45,0.3,0.026,100.0,300.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.035,768.3,1.031,1.013,0,11.0,11.0,0.5,16.2,1424.1,1.066,493.9,1396.6,4.5,47.3
42,0.0,42.0,5803,19:44:45.491,45.5,0.0,0.0,3.706,3092.4,10.3,1.3,45,0.0,0.1,55,0.2,0.0,77.2,2269.4,2015.5,39.8,37.7,0.0,64.6,46,52,45,0.0,66,0.0,37,15.371,1524.3,0,16.4,10177,0.0,50,0.0,56.5,2.5,53.2,0.0,4090.0,0.0,50,1.043,0.0,0.0,0.1,54,0.0,0.0,0.061,1.3,0.0,0.0,0.4,45.5,2092,0.1,46,0.0,11030,52.0,7.5,69,31.0,0.0,51.5,14.4,0.0,14.0,58,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.5,0,0.0,16.7,67,0.2,2.864,11.992,407.3,1097.3,4.5,69,0.0,99.9,993,4.642,0.0,0.0,55,54,95.3,11.0,21.6,99.9,12.8,0.0,0.948,7.7,40,46.1,0.0,0.0,0.9,1795.6,0.9,78.2,12.6,0.0,67,46,0.1,3.3,59.9,0.118,0.0,46,0.0,3.1,15.9,36.0,9.8,0.0,33,14.375,0.0,18.0,0.9,54,0.0,0.0,0.1,37,0.0,45,52.4,1396.6,12.5,30.0,0.0,0.963,0.0,15.367,39.0,0,11.8,36.6,22.8,0.6,0.4,21.6.2026,1.048,48,0.0,0.0,598,0.1,73.5,0.0,0.0,0.0,41.0,0.0,0.0,9.8,1.012,3890.5,45,0.3,0.003,100.0,300.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.05,343.7,1.043,0.948,0,11.0,11.0,0.5,15.9,940.2,1.053,488.6,4489.0,0.0,37.3
44,0.0,42.0,5803,19:44:46.500,35.0,0.0,0.0,3.706,1097.3,10.5,5.9,59,0.007,0.2,54,0.0,0.0,57.2,1646.0,1454.0,39.8,39.5,0.0,58.0,46,52,46,0.0,62,0.0,37,17.905,1642.5,0,0.0,10178,40.2,46,4.6,55.3,4.2,54.1,0.0,2992.7,0.0,54,0.801,0.0,0.0,0.3,54,0.0,0.0,0.0,3.8,0.0,0.5,0.6,40.2,2091,0.2,47,0.0,11029,52.0,7.5,62,11.0,0.0,52.8,20.8,0.0,14.0,56,0.0,0.0,0.0,30.0,0.1,0.0,0.2,0.4,0,0.0,15.7,48,0.2,3.153,14.206,412.8,1097.3,5.8,62,0.0,99.6,993,4.632,0.0,0.0,41,53,93.9,11.0,28.5,99.6,16.4,0.0,1.025,7.4,40,34.9,0.0,0.0,1.1,1396.6,0.0,71.0,3.1,1.2,59,46,1.7,5.8,63.6,0.155,0.0,46,9.4,1.7,16.2,36.0,11.5,0.0,52,13.125,0.0,14.0,0.0,54,0.0,0.0,1.2,37,0.3,45,69.4,1396.6,10.8,38.2,0.0,1.03,0.0,17.675,39.0,0,15.3,47.9,16.5,0.4,1.2,21.6.2026,1.024,48,0.0,0.0,598,0.4,73.5,0.0,0.0,0.1,30.0,0.0,0.0,11.5,0.974,3890.5,45,0.4,0.007,99.9,300.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.801,519.5,1.036,1.024,0,11.0,11.0,0.5,16.2,1248.3,1.055,494.4,2992.7,0.0,38.8
41,0.0,42.0,5748,19:44:47.492,10.1,0.0,0.0,3.706,1695.9,5.0,23.3,42,0.005,0.2,55,0.0,0.0,16.0,1546.2,414.1,39.8,18.3,0.0,50.5,45,57,45,0.5,45,0.0,37,6.778,572.3,0,30.2,10236,1.9,43,4.4,78.5,2.7,89.8,0.0,1995.1,0.0,57,0.71,0.0,0.0,0.3,55,0.0,0.0,0.0,3.2,0.0,0.3,0.6,35.1,2147,1.4,45,9.6,10971,51.7,7.5,45,17.0,0.0,49.7,18.2,0.0,14.0,59,0.0,2.1,0.0,19.0,0.1,0.0,0.0,0.7,0,0.0,0.8,41,0.0,2.721,3.597,128.3,1097.3,4.7,44,0.0,99.6,993,2.282,0.0,0.0,58,55,95.0,11.0,0.3,97.8,23.4,0.0,0.746,7.8,39,9.9,0.0,0.0,0.2,1396.6,1.7,99.3,3.8,0.6,45,46,1.3,4.3,22.4,0.135,0.0,45,0.0,2.4,5.2,36.0,10.7,0.0,59,1.25,20.3,14.0,35.1,55,0.0,0.0,0.8,37,0.2,45,53.7,1396.6,15.1,74.5,0.0,0.686,0.0,7.113,12.0,0,23.0,0.3,15.5,0.7,0.6,21.6.2026,0.74,43,0.0,0.0,598,2.1,72.8,0.0,0.0,0.1,20.0,0.0,0.0,10.7,0.718,1197.1,45,0.5,0.0,99.9,99.8,0.0,0,0.706,1097.3,0.0,0.0,0.0,1795.6,0.0,0,0.0,0.712,455.5,0.71,0.686,0,18.0,11.0,0.6,5.2,7.7,0.755,151.4,1895.4,2.4,18.3
41,0.1,42.0,5766,19:44:48.484,6.0,0.0,0.0,3.706,1097.3,7.2,82.2,41,0.006,2.2,57,0.3,0.0,9.5,1384.1,233.1,39.8,16.0,0.0,16.7,43,58,43,1.2,44,0.0,37,6.346,325.4,0,0.0,10212,3.7,43,0.0,58.2,13.6,76.1,0.0,1396.6,0.0,57,0.666,0.0,7.9,3.4,57,0.0,0.0,0.134,40.2,0.1,0.5,0.6,22.9,2129,4.6,44,0.3,10995,51.8,7.5,44,11.0,0.0,45.9,16.7,0.0,17.0,59,0.0,3.3,0.0,14.0,0.3,0.0,0.4,0.8,0,0.0,0.0,42,0.8,3.297,2.503,128.2,1097.3,21.5,44,0.0,96.3,993,2.38,0.0,0.0,59,56,77.5,11.0,6.0,92.1,22.6,0.0,0.684,6.9,41,8.3,0.0,0.0,0.0,1596.1,0.0,83.0,22.1,2.6,44,45,1.7,22.9,13.5,0.168,0.0,43,0.0,12.4,5.7,36.0,6.9,0.0,58,3.125,8.5,16.0,0.0,57,0.0,0.0,1.3,37,0.3,45,239.6,1695.9,55.8,56.9,0.0,0.734,13.6,6.329,10.0,0,22.8,7.8,13.9,0.7,4.3,21.6.2026,0.686,42,0.0,0.0,598,7.3,73.0,0.0,0.0,0.4,14.0,0.0,0.0,6.9,0.688,997.6,44,0.7,0.171,99.4,300.0,2.0,0,0.641,1695.9,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.667,411.3,0.691,0.684,0,11.0,17.0,0.7,5.7,193.1,0.692,141.6,1396.6,6.5,16.5
41,0.0,42.0,5765,19:44:49.517,5.9,0.0,0.0,3.706,1097.3,3.1,18.6,41,0.001,0.1,57,0.0,0.0,2.4,1359.2,59.7,39.8,8.1,0.0,42.2,43,58,43,1.0,44,0.0,37,4.074,100.2,0,4.9,10214,0.0,43,0.0,79.2,3.7,96.8,0.0,1396.6,0.0,57,0.714,0.1,4.5,0.2,57,0.1,0.0,0.0,1.8,0.0,0.1,0.6,16.3,2129,0.8,43,9.2,10992,51.8,7.5,44,11.0,0.0,49.3,8.8,0.0,14.0,59,0.0,5.4,0.0,19.0,0.0,0.0,0.7,0.4,0,0.0,2.7,42,0.7,2.586,1.063,40.9,1097.3,6.1,44,0.0,99.8,993,1.592,0.0,0.0,59,57,93.6,11.0,1.8,98.2,16.5,0.0,0.692,7.9,40,2.6,0.0,0.0,0.0,1795.6,0.5,93.1,1.8,0.7,43,45,0.4,6.7,4.5,0.108,0.0,43,0.0,5.2,1.8,36.0,4.5,0.0,58,3.125,23.3,18.0,6.3,57,0.0,0.0,0.2,37,0.1,45,66.6,1396.6,35.4,84.6,0.0,0.692,0.0,4.102,12.0,0,16.3,1.2,13.6,0.4,0.7,21.6.2026,0.706,42,0.0,0.0,598,1.6,73.0,0.0,0.0,0.1,14.0,0.0,0.0,4.5,0.704,1197.1,44,0.7,0.029,99.9,300.0,0.0,0,0.656,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.707,208.1,0.706,0.706,0,11.0,11.0,0.4,1.8,26.0,0.705,47.0,1895.4,3.2,8.6
40,0.1,41.0,5766,19:44:50.523,3.0,0.0,0.0,3.706,1097.3,3.6,32.3,41,0.006,0.3,57,0.0,0.0,2.6,2281.9,54.6,39.8,10.6,0.0,29.5,43,58,43,0.0,45,0.0,37,4.666,130.8,0,0.4,10215,46.9,43,0.0,73.6,1.8,90.3,0.0,4289.5,0.0,57,0.683,0.0,0.0,0.7,57,0.0,0.0,0.0,8.4,0.0,0.5,0.6,46.9,2129,2.0,43,6.4,10992,51.8,7.5,44,11.0,0.0,49.1,11.8,0.0,41.0,60,0.0,1.2,0.0,14.0,0.0,0.0,0.2,0.4,0,0.0,0.0,42,0.2,2.899,1.278,46.3,1097.3,3.0,43,0.0,99.2,993,1.689,0.0,0.0,59,57,96.6,11.0,0.0,97.0,21.0,0.0,0.9,7.6,40,4.2,0.0,0.0,0.0,4090.0,4.7,99.9,10.7,0.8,43,45,1.7,1.9,5.8,0.138,0.0,43,0.0,7.3,2.1,36.0,7.4,0.0,58,3.125,13.5,41.0,0.0,57,0.0,0.0,1.2,37,0.3,44,32.0,4090.0,43.9,74.6,0.0,0.685,3.9,4.641,8.0,0,19.4,0.0,22.9,0.4,0.5,21.6.2026,0.901,42,0.0,0.0,598,2.9,73.0,0.0,0.0,0.0,43.0,0.0,0.0,7.4,0.878,798.0,44,0.7,0.005,99.9,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.999,287.7,0.966,0.901,0,11.0,11.0,0.6,2.1,0.4,0.987,51.5,1396.6,2.1,9.2
40,0.0,41.0,5766,19:44:51.532,1.7,0.0,0.0,3.706,1695.9,2.9,21.4,42,0.002,0.2,57,0.0,0.0,2.8,1359.2,58.1,39.8,11.1,0.0,60.3,43,58,43,1.2,44,0.0,37,3.452,169.6,0,0.0,10214,0.0,43,0.0,84.1,1.6,91.3,0.0,1396.6,0.0,57,0.687,0.0,0.0,0.1,57,0.0,0.0,0.0,1.6,0.0,0.1,0.5,14.9,2129,1.2,43,21.5,10993,51.8,7.5,44,17.0,0.0,49.5,7.8,0.0,17.0,60,0.0,2.4,0.0,14.0,0.0,0.0,0.0,0.4,0,0.0,0.0,42,0.0,2.211,0.866,39.7,1097.3,2.5,43,0.0,99.8,993,1.307,0.0,0.0,58,57,97.2,11.0,0.1,98.0,14.7,0.0,0.684,6.9,40,4.0,0.0,0.0,0.9,1396.6,0.0,99.9,1.2,0.0,43,44,0.3,3.3,7.3,0.1,0.0,43,1.1,3.0,1.8,36.0,2.9,0.0,58,3.125,31.1,14.0,0.0,57,0.0,0.0,0.2,37,0.0,44,27.9,1695.9,20.2,85.1,0.0,0.684,2.3,3.481,11.0,0,14.9,0.0,13.6,0.4,0.5,21.6.2026,0.736,42,0.0,0.0,598,1.9,73.0,0.0,0.0,0.0,14.0,0.0,0.0,2.9,0.701,1097.3,44,0.6,0.0,99.9,300.0,0.0,0,0.693,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.698,188.5,0.691,0.686,0,11.0,11.0,0.5,1.8,0.7,0.742,45.3,1396.6,1.2,11.7
46,0.0,42.0,6141,19:44:52.555,41.5,0.0,0.0,3.706,2992.7,10.3,4.1,68,0.006,0.3,55,0.7,0.0,61.5,3005.1,1631.1,39.8,40.1,0.0,54.8,45,50,45,0.0,68,0.0,37,15.057,1420.0,0,0.0,9691,21.2,45,0.0,48.7,1.7,53.4,0.0,4489.0,0.0,55,1.038,0.0,0.0,0.4,55,0.0,0.0,0.016,5.7,0.0,0.5,0.3,41.5,1754,0.2,45,0.0,11515,54.3,7.5,68,30.0,0.0,50.9,20.6,0.0,43.0,54,0.0,0.0,0.0,45.0,0.0,0.0,0.6,0.4,0,0.0,9.7,65,1.2,3.296,11.121,373.6,1097.3,2.5,68,0.0,99.5,993,4.53,0.0,0.0,32,55,97.1,11.0,20.8,99.6,18.3,0.0,0.899,4.4,40,40.7,0.0,0.0,1.4,4489.0,1.4,78.8,37.7,0.2,68,45,1.7,2.2,55.7,0.234,0.0,45,1.1,7.9,14.6,42.0,10.6,0.0,35,9.375,0.0,45.0,0.0,55,0.0,0.0,1.2,37,0.3,45,31.2,4289.5,22.2,8.0,0.0,0.898,3.2,14.828,39.0,0,18.1,34.4,30.1,0.4,0.5,21.6.2026,0.914,50,0.0,0.0,598,0.3,77.7,0.0,0.0,0.0,45.0,0.0,0.0,10.6,0.964,3890.5,45,0.3,0.355,99.9,350.0,0.0,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.032,513.9,1.0,0.879,0,11.0,11.0,0.8,14.6,870.7,1.049,447.3,4489.0,1.7,38.8
42,0.0,42.0,5763,19:44:53.566,18.0,0.0,0.0,3.706,2992.7,9.3,17.7,42,0.005,0.5,55,0.0,0.0,27.1,2705.9,425.9,39.8,17.5,0.0,3.9,45,52,45,0.5,64,0.0,37,14.943,472.6,0,18.8,10218,33.0,64,0.0,57.7,5.1,84.7,0.0,1396.6,0.0,36,1.044,0.0,1.4,0.6,55,0.0,0.0,0.0,6.4,0.0,0.2,0.6,33.0,2132,0.8,45,0.0,10989,51.8,7.5,66,30.0,0.0,49.3,32.3,0.0,14.0,58,0.0,0.4,0.0,43.0,0.0,0.0,0.1,0.6,0,0.0,2.4,53,0.1,3.182,11.329,332.1,1097.3,5.6,66,0.0,99.4,993,4.073,0.0,0.0,58,55,94.1,11.0,21.7,98.3,52.5,0.0,1.043,7.8,40,11.3,0.0,0.0,0.0,4489.0,0.0,76.3,9.7,0.9,64,45,0.8,8.1,25.5,0.194,0.0,45,0.0,9.5,12.2,36.0,11.2,0.0,47,12.5,1.2,45.0,3.1,55,0.0,0.0,0.6,37,0.1,45,65.1,1396.6,62.4,65.8,0.0,1.043,2.8,14.764,39.0,0,27.8,53.8,27.1,0.6,0.3,21.6.2026,1.058,48,0.0,0.0,598,1.5,72.9,0.0,0.0,0.0,14.0,0.0,0.0,11.2,0.99,3890.5,45,0.5,0.07,100.0,99.8,0.0,0,0.986,2992.7,0.0,0.0,0.0,2992.7,0.0,0,0.0,0.648,2046.0,1.023,1.028,0,30.0,30.0,0.8,12.2,941.3,1.033,396.1,4289.5,1.4,23.0
42,0.0,41.0,5762,19:44:54.573,15.5,0.0,0.0,3.706,3092.4,10.2,8.4,42,0.007,1.5,55,0.0,0.0,26.0,2444.0,881.7,39.8,8.0,0.0,0.0,45,52,45,0.0,66,0.0,37,16.71,232.7,0,1.2,10219,0.0,66,2.8,66.2,2.9,77.2,0.0,1396.6,0.0,34,1.036,0.1,0.0,2.8,55,0.0,0.0,0.0,36.1,0.0,0.4,0.3,87.4,2133,1.0,45,0.0,10988,51.8,7.5,66,31.0,0.0,49.0,150.5,0.0,40.0,58,0.0,0.0,0.0,14.0,0.0,0.0,0.7,0.6,0,0.0,0.0,53,0.7,3.082,12.933,414.0,1097.3,7.3,66,0.0,97.1,993,4.611,0.0,0.0,58,55,92.5,11.0,0.1,99.6,83.5,0.0,1.026,4.1,40,20.7,0.0,0.0,1.2,4489.0,1.2,99.8,1.3,1.8,66,45,1.4,4.0,8.9,0.146,0.0,45,0.0,1.4,16.0,36.0,10.1,0.0,47,12.5,0.0,45.0,1.2,55,0.0,0.0,1.1,37,0.2,45,87.1,3990.2,9.2,87.7,0.0,1.026,1.0,16.909,39.0,0,87.4,0.3,24.5,0.5,0.5,21.6.2026,1.031,48,0.0,0.0,598,0.4,72.9,0.0,0.0,0.0,14.0,0.0,0.0,10.1,1.03,3890.5,45,0.1,0.011,99.9,300.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,2992.7,0.0,0,0.0,1.028,3714.9,1.036,1.021,0,30.0,11.0,0.1,16.0,1.4,1.04,492.4,1396.6,0.9,7.3
