P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],Leia total [MB],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Gravar total [MB],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Taxa de carga [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Total download [MB],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Voltagem da bateria [V],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],Total upload [MB],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
55,0.0,42.0,6517,21:17:0.688,35.6,0.0,0.0,4.236,1097.3,25.6,854.0,50,0.001,38.4,52,27.5,0.0,58.1,1895.4,1485.5,43.2,52.9,0.0,10693,50.9,47,52,48,26.1,53,0.0,1957,46,12.73,2269.3,0,0.0,12230,20.8,45,11.5,41.7,9.8,37.0,1396.6,0.0,55,1.039,0.1,13.3,59.8,52,0.0,80.692,696.7,0.0,0.0,43.3,73.7,1378,47.2,47,0.0,8465,40.9,2.4,53,11.0,0.0,31.0,0.1,0.0,45.0,45,0.0,0.0,0.0,4.0,14.7,0.0,0.3,0.8,0,0.0,11.9,48,27.8,4.254,7.907,40.964,643.3,1097.3,15.6,53,0.8,38.3,306,6.788,0.0,0.0,50,53,83.7,11.0,20.9,22.7,0.0,0.1,1.09,1091.4,55,35.9,0.0,0.0,20.6,4489.0,0.0,61.2,14.9,60.4,55,48,0.0,13.1,89.3,57,0.171,0.0,48,4.5,6.5,27.9,0.0,26.1,300.0,52,10.0,0.0,45.0,9.6,53,0.0,0.0,0.1,46,0.0,46,177.2,4489.0,8.0,17.6,0.0,1.065,15.1,15.993,16.837,39.0,0,0.0,34.2,19.0,1.2,268.9,21.6.2026,0.96,48,0.0,2,0.0,0,73.2,82.5,0.0,0.1,23.3,14.0,0.0,0.0,0.0,26.1,1.045,3890.5,46,25.8,1.083,75.2,0.0,0.0,0,0.983,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.084,0.9,1.044,0.98,549,11.0,11.0,0.8,27.9,872.9,1.1,616.9,399.0,73.7,53.5
50,0.0,44.0,6700,21:17:1.709,56.6,0.0,0.0,4.236,1097.3,16.5,316.7,59,0.001,11.2,53,65.2,0.0,80.7,2157.2,2079.8,43.2,31.5,0.0,10816,79.9,47,51,47,8.4,63,0.0,1957,46,15.563,1086.7,0,0.0,11425,54.6,48,0.0,37.2,0.1,1.6,4489.0,0.0,52,0.962,0.0,20.0,16.9,53,0.0,130.108,197.6,0.0,0.1,14.4,56.6,1195,17.6,47,0.0,9270,44.7,2.4,62,11.0,0.0,45.6,0.0,0.0,14.0,50,0.0,0.0,0.0,42.0,2.2,0.0,0.0,0.6,0,0.0,4.5,50,65.2,4.278,10.751,40.967,508.8,2493.9,0.1,62,0.0,82.4,306,8.129,0.0,0.0,41,53,99.9,25.0,54.5,71.5,0.0,0.3,1.026,360.8,55,57.0,0.0,0.0,1.5,1396.6,0.0,17.6,8.2,17.3,59,48,0.0,1.4,43.0,57,0.14,0.0,47,3.8,9.2,20.7,0.0,16.6,300.0,50,11.875,0.0,14.0,1.3,53,0.0,0.0,0.2,46,0.0,48,1.1,1396.6,9.3,49.6,0.0,1.021,35.7,16.017,16.838,39.0,0,0.0,79.2,21.6,0.9,35.1,21.6.2026,0.761,49,0.0,2,0.0,0,26.7,84.8,0.0,0.0,2.8,45.0,0.0,0.0,0.0,16.6,0.902,3890.5,48,8.7,0.0,96.9,0.0,5.6,0,0.986,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.057,0.7,0.881,0.836,549,11.0,11.0,0.7,20.7,2024.9,0.678,559.1,4189.8,26.7,31.1
65,0.0,44.0,6647,21:17:2.702,28.4,0.0,0.8,4.236,1596.1,21.2,603.0,57,0.001,29.9,50,43.8,0.0,43.9,2481.4,1109.6,43.2,47.1,0.0,10844,45.1,52,47,50,33.8,67,0.0,1958,46,16.652,1925.3,0,0.0,11425,27.9,49,3.7,22.5,2.7,22.8,4389.3,0.0,51,1.043,0.2,66.7,46.9,48,0.2,29.032,540.1,1.7,0.0,54.7,52.3,1248,33.6,52,0.0,9270,44.7,2.4,56,16.0,0.0,35.4,0.0,0.0,24.0,35,0.0,0.0,0.0,38.0,9.1,0.0,0.1,0.7,0,0.0,2.6,50,44.0,4.147,12.06,40.969,580.1,1097.3,4.3,56,0.8,50.3,306,7.569,0.0,0.0,43,48,95.5,11.0,27.6,45.2,0.0,0.1,0.814,1403.5,55,28.1,0.0,0.0,18.4,4389.3,0.0,3.0,27.7,47.6,65,48,0.0,5.8,75.1,57,0.166,0.0,52,0.5,19.3,24.5,0.0,23.1,350.0,50,21.875,0.0,44.0,12.9,48,0.0,0.0,0.1,46,0.0,48,53.1,2394.1,15.2,19.3,0.0,0.69,43.5,21.238,16.839,39.0,0,2.1,42.7,24.9,73.9,164.0,21.6.2026,0.742,53,0.0,2,0.0,0,51.4,84.1,0.0,2.9,14.1,44.0,0.0,0.0,0.0,23.1,0.865,3890.5,48,33.5,0.438,85.3,0.0,0.0,0,0.986,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.058,0.8,0.718,0.781,549,11.0,11.0,0.8,24.5,1086.0,1.075,581.8,3790.7,52.3,47.5
50,0.0,43.0,6214,21:17:3.719,44.8,0.0,1.1,4.236,1097.3,28.8,785.6,55,0.0,41.8,53,7.5,0.0,71.1,1995.1,1821.7,43.2,34.6,0.0,10872,42.5,47,50,47,23.0,56,0.0,1958,46,21.223,1178.5,0,30.3,12164,23.1,52,1.9,29.8,15.2,2.1,1396.6,0.0,48,1.029,0.2,10.9,65.8,53,0.1,29.65,745.5,24.0,0.0,30.2,71.9,1681,44.7,47,0.0,8531,41.2,2.4,66,11.0,0.0,25.5,0.0,0.0,45.0,50,0.0,0.0,0.0,43.0,24.2,0.0,0.1,0.9,0,0.0,7.8,54,7.7,4.25,16.397,40.969,645.8,1097.3,22.9,66,3.0,30.1,306,8.97,0.0,0.0,45,53,75.7,11.0,23.4,23.7,0.0,0.1,0.772,731.5,54,44.8,0.0,0.0,38.7,1396.6,35.9,57.3,35.3,67.9,55,48,0.0,23.9,47.3,57,0.274,0.0,47,1.5,12.9,28.7,0.0,36.9,350.0,46,11.25,0.0,14.0,24.1,53,0.0,0.0,0.1,46,0.0,48,265.2,4489.0,26.7,17.2,0.0,0.772,26.1,21.227,16.839,38.0,0,24.6,30.9,20.0,1006.0,432.9,21.6.2026,1.004,50,0.0,2,0.0,0,69.1,78.7,0.0,39.3,38.1,14.0,0.0,0.0,0.0,36.9,0.921,3790.7,48,23.0,0.797,59.9,0.0,3.6,0,0.963,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,0.982,0.9,1.034,0.754,525,11.0,11.0,1.1,28.7,780.0,1.022,621.9,4289.5,71.9,34.6
47,0.3,44.0,6384,21:17:4.720,49.3,0.0,0.0,4.236,2992.7,23.7,571.7,48,0.001,25.1,50,2.2,0.0,63.2,3017.6,1550.7,43.2,58.6,0.0,10877,13.4,50,49,50,38.6,63,0.0,1959,46,20.932,1841.2,0,12.5,11489,30.7,50,0.4,12.8,3.6,0.0,4389.3,0.0,50,1.032,0.2,21.7,37.6,50,0.2,4.831,426.2,0.3,0.0,47.4,61.2,1511,33.3,49,0.0,9206,44.4,2.4,73,30.0,0.5,37.1,0.5,0.0,45.0,53,0.0,0.0,0.3,45.0,8.9,0.0,1.1,11.3,0,0.0,3.7,66,3.3,4.436,15.533,40.969,575.8,1097.3,5.2,73,1.0,58.8,306,8.987,0.0,0.0,52,51,94.5,11.0,31.1,43.4,0.4,0.2,0.686,1119.9,54,49.1,0.0,0.0,13.7,4489.0,0.0,36.8,26.1,40.7,66,48,0.0,5.2,76.4,57,0.354,0.0,50,4.0,15.9,25.4,0.0,26.7,350.0,34,13.75,0.0,45.0,0.0,50,0.0,0.0,0.1,46,0.0,48,63.4,4489.0,39.3,0.9,0.0,0.76,38.7,21.685,16.839,39.0,0,13.7,45.6,30.2,10.6,156.8,21.6.2026,1.018,51,0.0,2,0.0,0,50.8,80.8,0.0,0.5,13.2,44.0,0.0,0.0,0.0,26.7,0.958,3890.5,48,37.6,0.483,85.8,0.0,6.3,0,0.986,1097.3,42.0,0.0,0.4,1097.3,0.0,0,0.0,1.047,11.9,1.027,0.998,525,11.0,11.0,8.3,25.4,1137.5,1.092,591.1,4489.0,54.4,61.2
65,0.1,43.0,6659,21:17:5.739,44.9,0.0,0.0,4.236,1097.3,14.7,248.2,53,0.002,14.7,52,0.6,0.0,69.5,2493.9,1779.5,43.2,28.3,0.0,10878,56.2,48,49,48,27.8,65,0.0,1959,46,21.875,966.0,0,0.0,11518,30.4,49,0.0,36.9,0.1,3.4,1396.6,0.0,51,1.034,0.0,8.0,22.8,52,0.0,1.684,256.6,0.1,0.0,45.4,44.9,1236,14.4,48,0.0,9177,44.3,2.4,59,11.0,0.1,46.3,0.1,0.0,45.0,35,0.0,0.0,0.1,14.0,1.0,0.0,0.0,1.6,0,0.0,6.5,48,0.6,4.038,17.14,40.977,455.4,2992.7,0.1,59,2.1,75.6,306,8.871,0.0,0.0,47,52,99.8,30.0,28.9,74.4,0.1,0.1,1.009,1161.8,52,45.0,0.0,0.0,0.0,4489.0,2.8,54.1,27.4,23.9,65,48,0.0,0.0,38.5,57,0.307,0.0,48,9.8,11.3,18.7,0.0,15.5,350.0,52,3.75,0.0,45.0,4.3,52,0.0,0.0,0.1,46,0.0,48,1.1,4489.0,14.5,34.0,0.0,1.026,38.6,17.683,16.842,39.0,0,0.0,40.4,25.0,2.6,16.7,21.6.2026,1.024,51,0.0,2,0.0,0,21.9,84.3,0.0,0.1,1.4,14.0,0.0,0.0,0.0,15.5,1.027,3890.5,48,27.8,0.0,98.4,0.0,5.9,0,0.986,1097.3,42.0,0.0,0.1,2992.7,0.0,0,0.0,1.029,2.9,1.024,1.004,525,30.0,11.0,2.4,18.7,1025.1,1.067,496.0,1396.6,23.1,28.3
48,0.0,44.0,6387,21:17:6.744,56.4,0.0,0.0,4.236,1097.3,11.4,99.1,51,0.0,3.1,51,0.9,0.0,88.2,1982.7,2281.5,43.5,17.6,0.0,10880,87.2,48,50,49,6.2,62,0.0,1959,46,17.059,571.7,0,22.6,11489,40.2,49,0.0,49.3,0.2,2.3,1396.6,0.0,51,1.027,0.1,10.8,5.0,51,0.0,1.942,56.1,0.0,0.0,9.7,56.4,1508,5.5,48,0.0,9205,44.4,2.4,63,11.0,0.0,49.3,0.0,0.0,23.0,52,0.0,0.0,0.0,45.0,0.6,0.0,1.3,0.5,0,0.0,0.0,62,2.2,3.875,12.489,40.957,405.3,2992.7,0.3,63,0.0,94.8,306,8.106,0.0,0.0,49,52,99.7,30.0,40.3,90.6,0.0,0.1,0.977,248.1,51,56.8,0.0,0.0,0.5,1396.6,1.1,45.6,17.1,3.1,62,49,0.0,0.0,22.7,57,0.306,0.0,49,8.5,8.0,16.0,0.0,13.2,350.0,38,13.125,0.0,14.0,0.0,52,0.0,0.0,0.1,46,0.0,48,3.4,2294.4,5.6,62.3,0.0,0.977,30.3,16.846,16.841,39.0,0,2.6,61.8,19.9,0.8,10.8,21.6.2026,0.987,50,0.0,2,0.0,0,8.9,80.9,0.0,0.0,1.0,14.0,0.0,0.0,0.0,13.2,0.97,3890.5,48,6.6,0.239,99.0,0.0,1.8,0,0.986,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.017,0.4,0.717,1.002,525,11.0,11.0,0.5,16.0,1590.7,1.054,470.8,4489.0,8.5,17.2
67,0.1,43.0,6655,21:17:7.740,33.3,0.0,0.0,4.236,1097.3,17.2,322.9,62,0.0,9.6,47,6.6,0.0,41.1,2618.6,1042.7,43.5,48.0,0.0,10891,81.7,53,45,53,10.1,72,0.0,1959,46,17.163,1638.9,0,6.1,11523,64.1,48,0.0,31.8,1.6,24.1,4489.0,0.0,52,1.033,0.2,15.8,15.5,47,0.2,11.301,173.7,0.0,0.0,13.9,64.1,1240,17.9,54,0.0,9172,44.3,2.4,75,11.0,0.1,46.1,0.1,0.0,45.0,33,0.0,0.0,0.1,14.0,3.0,0.0,0.1,1.9,0,0.0,3.3,47,6.7,3.779,12.745,40.979,493.4,2892.9,2.5,75,0.0,83.7,306,7.824,0.0,0.0,38,46,97.3,29.0,63.7,70.2,0.1,0.1,0.686,343.4,53,33.0,0.0,0.0,6.5,4389.3,1.8,16.2,40.8,17.2,67,49,0.0,4.4,63.7,57,0.248,0.0,53,17.8,10.6,20.1,0.0,18.7,350.0,53,13.125,0.0,44.0,1.8,47,0.0,0.0,0.1,46,0.0,48,27.9,4489.0,5.8,5.1,0.0,0.686,22.1,19.53,16.843,39.0,0,1.8,89.9,26.2,0.7,52.9,21.6.2026,1.009,55,0.0,2,0.0,0,28.5,84.2,0.0,0.0,4.6,45.0,0.0,0.0,0.0,18.7,0.945,3890.5,48,9.9,0.14,95.1,0.0,1.8,0,0.988,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,1.028,1.7,1.023,1.019,525,11.0,11.0,2.0,20.1,2312.6,1.077,542.5,1396.6,29.1,48.0
68,0.1,43.0,6388,21:17:8.740,58.0,0.0,0.0,4.236,1097.3,23.3,580.3,57,0.0,22.0,50,7.4,0.0,78.1,1633.5,1957.0,43.5,45.6,0.0,10909,38.2,50,47,50,31.0,68,0.0,1959,45,19.618,1387.9,0,0.0,11495,31.8,49,0.0,24.2,6.7,6.1,1396.6,0.0,51,1.04,0.0,9.6,34.0,50,0.0,17.738,385.8,0.1,0.0,41.4,58.0,1507,32.7,49,0.0,9200,44.4,2.4,63,11.0,0.0,37.5,0.1,0.0,45.0,32,0.0,0.0,0.0,14.0,11.7,0.0,0.1,0.8,0,0.0,2.7,52,7.5,4.257,14.657,40.984,564.8,1097.3,10.6,63,0.6,64.1,306,8.575,0.0,0.0,43,51,88.8,11.0,31.8,45.4,0.1,0.1,0.696,1011.4,54,57.6,0.0,0.0,17.8,1396.6,0.0,46.6,39.0,34.9,68,49,0.0,9.7,55.5,57,0.309,0.0,50,8.5,12.0,24.4,0.0,23.5,350.0,48,15.0,0.0,14.0,0.0,50,0.0,0.0,0.1,45,0.0,48,118.5,4489.0,24.6,5.9,0.0,0.701,22.2,21.038,16.845,39.0,0,0.0,43.8,16.4,1.9,204.5,21.6.2026,1.022,53,0.0,2,0.0,0,51.2,80.9,0.0,0.1,18.0,14.0,0.0,0.0,0.0,23.5,0.951,3890.5,48,30.7,0.204,80.7,0.0,9.6,0,0.988,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,1.04,1.7,1.042,1.022,525,11.0,11.0,1.6,24.4,1126.7,1.043,581.2,1396.6,53.0,45.3
45,0.0,43.0,6672,21:17:9.741,74.5,0.0,1.4,4.236,1097.3,17.9,222.2,51,0.0,6.3,51,9.5,0.0,85.4,2381.7,2203.5,43.5,52.0,0.0,10935,88.9,48,49,49,9.2,67,0.0,1959,46,20.803,1700.9,0,5.9,11521,43.4,49,0.0,29.0,1.2,0.0,4289.5,0.0,51,1.041,0.2,21.7,10.4,51,0.2,28.015,118.8,0.0,0.0,12.3,74.5,1223,12.4,48,0.0,9174,44.3,2.4,65,11.0,0.0,46.9,0.0,0.0,14.0,55,0.0,0.0,0.0,45.0,2.2,0.0,0.0,0.7,0,0.0,3.1,67,9.5,4.401,15.861,40.969,504.9,1097.3,2.0,65,0.0,87.6,306,9.005,0.0,0.0,49,52,98.0,11.0,43.4,79.3,0.0,0.1,1.031,313.2,54,74.3,0.0,0.0,3.5,4489.0,0.0,24.3,39.7,11.2,67,49,0.0,3.4,65.9,57,0.284,0.0,49,3.3,10.5,20.2,0.0,18.9,350.0,33,13.75,0.0,45.0,1.5,52,0.0,0.0,0.1,46,0.0,48,21.9,1396.6,0.1,3.0,0.0,1.05,21.2,18.351,16.846,39.0,0,1.5,56.0,23.9,0.6,39.8,21.6.2026,1.055,51,0.0,2,0.0,0,19.8,84.5,0.0,0.0,3.5,43.0,0.0,0.0,0.0,18.9,1.045,3890.5,48,9.3,0.0,96.3,0.0,7.8,0,0.988,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.031,0.6,1.045,1.044,525,11.0,11.0,0.6,20.1,1436.1,1.066,571.8,4489.0,20.2,51.9
53,0.0,44.0,6403,21:17:10.749,74.5,0.0,1.2,4.236,1097.3,17.7,175.0,52,0.001,4.6,51,28.9,0.0,96.3,1995.1,2482.3,43.5,44.7,0.0,11014,77.6,49,48,49,17.2,59,0.0,1960,46,18.366,1396.0,0,0.0,11496,52.9,59,0.0,26.2,0.1,0.0,4090.0,0.0,41,1.036,0.0,30.6,7.0,53,0.0,82.464,78.4,0.0,0.0,18.6,74.5,1492,9.7,49,0.0,9199,44.4,2.4,67,11.0,0.0,48.4,0.0,0.0,44.0,47,0.0,0.0,0.0,17.0,1.1,0.0,0.1,0.7,0,0.0,6.1,54,28.9,4.454,13.07,40.986,511.1,1097.3,0.1,67,0.0,91.2,306,8.786,0.0,0.0,48,51,99.8,11.0,52.4,83.3,0.0,0.1,1.02,471.6,54,74.1,0.0,0.0,2.5,1396.6,0.0,6.3,22.5,8.0,59,49,0.0,0.0,54.6,57,0.305,0.0,47,0.5,10.4,20.3,0.0,18.1,350.0,46,15.0,0.0,14.0,0.0,51,0.0,0.0,0.1,46,0.0,48,1.8,4389.3,4.0,21.1,0.0,1.029,24.7,20.543,16.846,39.0,0,0.7,58.7,20.0,0.5,21.0,21.6.2026,1.026,52,0.0,2,0.0,0,15.6,81.0,0.0,0.0,1.9,41.0,0.0,0.0,0.0,18.1,0.99,3890.5,48,16.6,0.221,98.0,0.0,8.7,0,0.986,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,1.021,0.4,1.041,1.025,525,11.0,11.0,0.9,20.3,1505.0,0.719,588.0,1695.9,16.4,44.7
49,0.0,43.0,6575,21:17:11.755,48.6,0.0,0.0,4.236,1097.6,19.2,386.6,50,0.0,15.3,48,14.7,0.0,56.6,2220.1,1435.0,43.5,48.5,0.0,11050,81.3,52,47,52,9.4,66,0.0,1960,46,20.548,1584.6,0,0.0,11603,58.6,49,0.0,27.1,0.1,11.0,1396.9,0.0,51,1.05,0.0,24.6,23.6,48,0.0,37.743,268.8,0.0,0.0,13.5,58.6,1320,21.7,52,0.0,9092,43.9,2.4,74,11.0,0.0,47.2,0.0,0.0,41.0,51,0.0,0.0,0.0,45.0,4.3,0.0,0.0,0.8,0,0.0,17.9,66,14.8,3.912,16.011,40.972,526.4,1097.6,0.1,74,0.0,74.7,306,7.121,0.0,0.0,50,48,99.8,11.0,58.5,63.6,0.0,0.1,1.031,336.4,55,48.7,0.0,0.0,8.0,1396.9,35.0,4.0,17.0,24.4,66,49,0.0,1.1,62.1,57,0.26,0.0,52,18.1,8.2,21.7,0.0,22.4,350.0,34,13.125,0.0,14.0,0.0,48,0.0,0.0,0.1,46,0.0,48,1.4,4091.0,5.9,12.0,0.0,1.029,18.3,20.221,16.847,39.0,0,0.0,86.6,22.2,0.8,76.9,21.6.2026,1.046,53,0.0,2,0.0,0,34.4,83.2,0.0,0.0,7.0,14.0,0.0,0.0,0.0,22.4,1.044,3891.4,48,9.9,0.101,92.7,0.0,10.9,0,0.986,1097.6,42.0,0.0,0.1,3093.2,0.0,0,0.0,1.06,0.6,1.04,1.056,525,31.0,11.0,1.1,21.7,2223.6,1.042,566.1,4490.1,35.0,48.1
44,0.1,43.0,6109,21:17:12.768,51.2,0.0,0.0,4.236,1097.3,12.2,249.0,45,0.0,13.9,53,8.0,0.0,32.7,1670.9,822.1,43.5,31.5,0.0,11071,73.7,47,54,47,10.7,48,0.0,1960,46,19.855,515.6,0,13.6,12364,4.3,45,0.0,42.1,1.6,2.1,2294.4,0.0,55,0.726,0.2,5.2,21.9,53,0.2,20.733,244.8,0.1,0.2,9.2,51.2,1786,14.2,47,0.0,8331,40.2,2.4,46,11.0,0.1,46.0,0.1,0.0,22.0,56,0.0,0.0,0.1,22.0,0.8,0.0,0.0,1.7,0,0.0,0.2,45,8.0,3.927,15.195,40.972,182.1,1097.3,2.4,46,0.3,77.0,306,6.602,0.0,0.0,55,53,97.4,11.0,5.6,76.4,0.1,0.9,0.683,203.8,55,51.0,0.0,0.0,1.5,2294.4,0.0,81.2,51.9,22.9,47,50,0.0,4.3,21.3,57,0.306,0.0,47,13.1,12.6,8.2,0.0,17.3,350.0,55,2.5,0.0,23.0,11.2,53,0.0,0.0,0.6,46,0.1,48,26.8,2194.6,12.8,11.5,0.0,0.683,30.7,7.933,16.847,17.0,0,33.2,4.5,16.8,1.5,13.3,21.6.2026,0.683,46,0.0,2,0.0,0,21.9,77.3,0.0,0.1,1.2,23.0,0.0,0.0,0.0,17.3,0.735,1695.9,46,10.4,0.0,98.6,0.0,5.2,0,0.766,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,0.733,2.9,0.738,0.798,525,11.0,11.0,1.8,8.2,102.5,0.835,169.2,2194.6,22.9,31.5
