P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],Tensões de linhas GPU (avg) [V],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
45,11.8,44.0,6224,18:2:2.236,49.4,0.0,0.0,5.693,2992.7,10.8,9.7,47,0.005,0.3,53,0.3,0.0,77.3,3466.5,1989.3,40.0,6.6,0.0,84.9,47,52,47,8.1,57,0.0,38,14.599,288.8,0,12.0,9597,49.5,48,0.0,51.1,0.7,20.2,0.0,4489.0,0.0,52,19.841,1.04,0.1,1.6,0.4,53,0.0,0.0,0.036,5.3,0.0,0.1,9.4,49.5,1671,0.5,47,0.0,11610,54.7,7.1,58,30.0,0.0,53.6,0.0,0.0,44.0,55,0.0,0.0,0.0,44.0,2.1,0.0,2.0,0.5,0,0.0,4.2,58,2.3,3.308,10.67,427.5,1097.3,1.0,58,0.0,99.5,939,4.407,0.0,0.0,53,53,98.9,11.0,49.0,99.2,0.0,0.0,0.985,234.8,42,49.0,0.0,0.0,5.3,4389.3,0.0,33.6,3.1,0.0,58,46,0.4,3.3,11.3,0.223,0.0,47,15.3,3.0,16.8,42.0,11.7,0.0,42,23.75,0.0,44.0,0.0,53,0.0,0.3,38,0.1,48,12.7,4389.3,6.1,65.5,0.0,0.985,13.2,14.484,39.0,2,0.0,81.6,34.8,0.6,37.8,21.6.2026,0.984,48,0.0,0.0,601,0.7,78.8,0.0,0.0,3.0,45.0,0.0,0.0,11.7,1.01,3890.5,48,7.3,2.311,96.7,350.0,15.0,0,0.981,2992.7,0.0,0.0,17.8,2992.7,0.0,0,0.0,1.045,0.5,1.005,0.979,0,30.0,30.0,441.0,16.8,2108.9,1.061,511.5,4389.3,2.9,10.0
58,1.4,44.0,6214,18:2:3.240,24.7,0.0,0.0,5.693,2095.4,11.9,21.2,51,0.002,1.4,53,0.3,0.0,36.2,2619.2,908.0,40.0,17.1,0.0,78.0,47,52,47,13.9,59,0.0,38,14.484,743.6,0,0.7,9601,66.0,44,0.0,53.8,4.3,50.6,0.0,1396.9,0.0,56,19.841,1.004,0.1,17.8,2.1,53,0.0,0.0,0.114,25.4,0.0,0.3,21.5,66.0,1681,1.3,47,0.0,11606,54.7,7.2,53,21.0,0.0,48.6,0.0,0.0,44.0,42,0.0,0.0,0.0,44.0,5.4,0.0,1.3,0.5,0,0.0,0.0,45,1.6,3.209,10.693,440.3,1097.6,6.4,53,0.0,97.7,962,4.386,0.0,0.0,49,53,93.1,11.0,66.1,98.0,0.0,0.0,1.034,533.2,42,24.8,0.0,0.0,8.3,1396.9,24.6,14.5,0.4,2.0,58,47,1.1,3.4,28.8,0.187,0.0,47,13.2,4.5,17.6,42.0,13.4,0.0,55,14.375,0.0,14.0,0.0,53,0.0,0.8,38,0.2,46,76.3,4390.3,5.4,72.3,0.0,1.034,7.6,14.811,39.0,2,0.0,109.4,26.2,0.5,96.6,21.6.2026,1.014,48,0.0,4.8,601,1.8,78.7,0.0,0.0,8.3,14.0,0.0,0.0,13.4,1.024,3891.4,46,14.1,25.127,86.1,350.0,0.4,0,0.981,3093.2,0.0,0.0,2.6,3093.2,0.0,0,0.0,1.023,0.9,1.004,1.009,0,31.0,31.0,43.1,17.6,2833.8,1.068,523.6,4390.3,0.2,16.9
41,0.2,43.0,5891,18:2:4.250,18.9,0.0,0.0,5.693,1197.1,4.0,1.7,44,0.003,0.1,56,0.3,0.0,10.9,1246.9,261.8,40.0,2.9,0.0,95.7,44,56,44,3.9,45,0.0,38,14.869,116.8,0,0.0,10254,21.0,45,0.0,70.3,0.1,36.4,0.0,1296.8,0.0,55,19.841,0.659,0.2,19.9,0.2,56,0.3,0.0,0.032,1.9,0.1,0.5,2.3,32.7,2004,0.1,45,2.1,10953,51.6,7.2,46,12.0,0.0,50.2,0.0,0.0,13.0,59,0.0,1.6,0.0,13.0,0.7,0.0,0.6,0.5,0,0.0,0.0,44,0.8,3.371,10.885,87.0,1296.8,0.1,44,0.0,99.8,962,4.523,0.0,0.0,56,55,99.8,13.0,20.7,99.9,0.1,0.0,0.697,54.4,42,19.1,0.0,0.0,0.0,997.6,0.0,53.2,0.0,0.8,45,47,1.7,2.2,4.5,0.223,0.0,44,0.0,7.3,3.5,36.0,7.5,0.0,56,4.375,13.3,10.0,10.3,56,0.0,1.2,38,0.3,45,2.3,1296.8,0.0,95.8,0.0,0.697,38.8,6.786,7.0,2,32.7,23.1,12.5,0.8,12.4,21.6.2026,0.692,44,0.0,0.0,601,0.1,74.6,0.0,0.1,1.1,13.0,0.0,0.0,7.5,0.678,698.3,45,3.2,0.176,98.8,300.0,3.2,0,0.626,1296.8,0.0,0.0,0.3,1296.8,0.0,0,0.0,0.658,0.6,0.669,0.697,0,13.0,13.0,5.4,3.5,585.8,0.656,104.1,1296.8,0.0,0.4
43,0.1,42.0,5891,18:2:5.276,16.4,0.0,0.0,5.693,997.6,3.6,1.4,41,0.008,0.1,56,0.8,0.0,10.1,1359.2,234.6,40.0,3.2,0.0,88.2,44,57,44,4.9,46,0.0,38,6.247,60.3,0,0.0,10254,11.4,43,0.0,69.1,0.9,20.2,0.0,1795.6,0.0,57,19.841,0.697,0.1,7.8,0.1,56,0.1,0.0,0.17,1.8,0.1,0.1,4.6,16.4,2004,0.1,44,3.0,10952,51.6,7.2,45,10.0,0.0,49.4,0.0,0.0,17.0,57,0.0,3.9,0.1,18.0,1.6,0.0,0.6,0.6,0,0.0,0.0,42,1.3,3.144,2.577,53.8,1097.3,1.4,45,0.0,99.8,962,2.193,0.0,0.0,59,56,98.5,11.0,12.3,99.8,0.1,0.0,0.7,100.4,42,17.8,0.0,0.0,4.5,1097.3,4.9,76.0,3.3,0.6,44,46,0.4,1.9,2.8,0.15,0.0,44,0.0,8.9,2.4,36.0,4.0,0.0,58,3.75,9.9,11.0,0.0,56,0.0,0.3,38,0.1,45,16.8,1695.9,3.3,92.0,0.0,0.7,56.8,4.475,5.0,2,0.0,8.6,13.6,0.6,28.3,21.6.2026,0.687,43,0.0,0.0,601,0.1,74.6,0.0,0.0,2.5,18.0,0.0,0.0,4.0,0.69,498.8,45,6.0,0.143,97.2,300.0,0.0,0,0.618,1197.1,0.0,0.0,0.0,1197.1,0.0,0,0.0,0.702,0.7,0.687,0.687,0,12.0,12.0,0.7,2.4,199.2,0.662,64.2,1795.6,2.0,2.1
41,0.1,42.0,5890,18:2:6.285,19.4,0.0,0.0,5.693,1296.8,3.0,7.0,43,0.001,0.1,56,3.3,0.0,9.7,1222.0,236.7,40.0,0.3,0.0,95.1,44,57,44,4.2,45,0.0,38,4.515,3.3,0,21.2,10255,10.1,43,0.0,76.9,0.1,31.1,0.0,997.6,0.0,57,19.841,0.659,0.1,5.5,0.2,56,0.0,0.0,0.169,1.5,0.0,0.4,2.2,21.2,2004,0.4,44,4.6,10952,51.6,7.2,45,13.0,0.0,49.7,0.0,0.0,13.0,59,0.0,4.6,0.0,11.0,1.0,0.0,2.7,0.4,0,0.0,0.0,44,6.1,2.872,1.174,39.0,1396.6,0.1,44,0.0,99.8,962,1.809,0.0,0.0,57,56,99.8,14.0,9.9,99.5,0.0,0.0,0.708,52.3,41,19.5,0.0,0.0,0.7,897.8,5.0,81.9,0.0,0.0,44,45,1.4,0.0,0.1,0.116,0.0,44,0.0,6.2,1.6,42.0,8.1,0.0,56,5.0,18.2,9.0,11.5,56,0.0,0.9,38,0.2,45,1.5,1296.8,0.0,99.5,0.0,0.711,44.4,4.472,4.0,2,21.2,5.9,12.2,0.5,17.7,21.6.2026,0.708,43,0.0,0.0,601,0.5,74.6,0.0,0.0,1.6,10.0,0.0,0.0,8.1,0.682,399.0,45,3.7,0.291,98.1,350.0,0.0,0,0.611,1396.6,0.0,0.0,0.0,1396.6,0.0,0,0.0,0.649,0.4,0.662,0.708,0,14.0,14.0,0.6,1.6,145.5,0.655,45.9,1097.3,0.0,3.7
40,0.0,42.0,5890,18:2:7.300,18.4,0.0,0.0,5.693,1097.3,2.8,2.6,42,0.006,0.1,56,0.0,0.0,10.3,1097.3,254.4,40.0,0.8,0.0,96.9,44,57,44,3.0,45,0.0,38,4.464,19.2,0,0.6,10256,8.7,43,0.0,80.7,0.2,38.9,0.0,997.6,0.0,57,19.841,0.655,0.0,0.6,0.2,56,0.0,0.0,0.0,1.8,0.1,0.2,1.6,18.4,2005,0.2,44,9.2,10951,51.6,7.2,45,11.0,0.0,49.6,0.0,0.0,11.0,60,0.0,4.0,0.0,11.0,2.4,0.0,0.0,0.5,0,0.0,0.0,44,0.0,2.904,1.078,39.4,1197.1,0.1,44,0.0,99.7,962,1.697,0.0,0.0,58,56,99.8,12.0,8.3,99.8,0.0,0.0,0.695,40.9,41,18.4,0.0,0.0,1.7,897.8,0.0,88.0,0.0,0.8,44,45,0.8,0.7,0.8,0.13,0.0,44,0.0,4.9,1.7,36.0,2.9,0.0,56,3.75,20.6,9.0,0.0,56,0.0,0.5,38,0.1,45,3.1,1097.3,0.0,99.1,0.0,0.695,38.3,4.079,4.0,2,0.6,4.5,11.0,0.5,43.8,21.6.2026,0.686,43,0.0,0.0,601,0.1,74.6,0.0,0.0,2.6,10.0,0.0,0.0,2.9,0.673,399.0,45,2.4,0.0,97.2,300.0,0.0,0,0.611,1197.1,0.0,0.0,0.0,1197.1,0.0,0,0.0,0.655,0.5,0.655,0.696,0,12.0,12.0,0.4,1.7,105.3,0.651,46.8,1097.3,0.7,0.0
42,0.0,42.0,5889,18:2:8.320,17.2,0.0,0.0,5.693,1097.3,3.0,0.4,42,0.003,0.1,57,0.4,0.0,10.7,1035.0,260.8,40.0,0.4,0.0,94.9,43,57,43,2.6,45,0.0,38,4.051,5.1,0,0.5,10255,9.6,44,0.0,79.1,0.0,38.8,0.0,897.8,0.0,56,19.841,0.654,0.2,2.2,0.2,57,0.2,0.0,0.097,1.8,0.1,0.2,2.5,17.2,2006,0.0,43,3.5,10952,51.6,7.2,45,11.0,0.0,49.6,0.0,0.0,10.0,58,0.0,6.9,0.0,10.0,1.5,0.0,0.8,0.5,0,0.0,0.0,42,1.2,2.647,0.963,43.5,1097.3,0.0,44,0.0,99.8,962,1.546,0.0,0.0,58,57,99.9,11.0,10.7,99.9,0.1,0.0,0.691,60.9,41,18.7,0.0,0.0,3.0,897.8,16.0,83.5,0.0,0.6,44,45,0.8,0.5,0.2,0.116,0.0,43,0.0,4.9,1.8,36.0,4.4,0.0,58,3.75,22.7,9.0,0.0,57,0.0,0.6,38,0.1,45,0.4,997.6,0.2,99.3,0.0,0.696,36.7,4.519,4.0,2,0.5,6.8,10.4,0.6,26.9,21.6.2026,0.685,43,0.0,0.0,601,0.0,74.5,0.0,0.0,2.5,9.0,0.0,0.0,4.4,0.672,399.0,45,3.7,0.171,97.3,300.0,0.0,0,0.611,1197.1,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.65,0.6,0.654,0.691,0,11.0,12.0,0.4,1.8,163.4,0.657,52.0,997.6,0.5,2.3
45,0.0,42.0,6188,18:2:9.338,45.8,0.0,0.0,5.693,1895.4,10.2,1.8,47,0.004,0.1,54,7.2,0.0,68.2,2543.8,1763.0,40.0,7.1,0.0,72.4,46,52,46,19.8,57,0.0,38,4.533,274.1,0,0.0,9927,46.6,57,0.0,50.4,0.7,5.3,0.0,1396.6,0.0,43,19.841,1.043,0.2,4.8,0.1,54,0.2,0.0,5.374,1.7,0.0,0.4,26.9,46.6,1707,0.1,46,0.0,11279,53.1,7.2,59,19.0,0.0,52.2,0.0,0.0,14.0,55,0.0,0.0,0.0,45.0,0.6,0.0,0.4,0.8,0,0.0,0.0,50,7.5,2.868,1.195,389.9,1895.4,1.2,59,0.0,99.8,962,1.698,0.0,0.0,53,54,98.7,19.0,46.7,99.8,0.0,0.0,1.035,686.5,42,46.3,0.0,0.0,2.3,4389.3,14.5,32.9,0.9,0.1,57,45,1.3,2.6,10.7,0.123,0.0,46,6.9,6.2,15.2,36.0,13.9,0.0,50,26.25,0.0,44.0,26.2,54,0.0,1.0,38,0.2,45,13.2,1396.6,5.2,91.1,0.0,1.0,38.2,14.394,39.0,2,0.0,74.5,25.5,1.5,10.8,21.6.2026,1.01,48,0.0,0.0,601,0.1,78.3,0.0,0.1,0.8,14.0,0.0,0.0,13.9,1.025,3890.5,45,19.8,0.057,99.0,300.0,13.3,0,0.981,2992.7,0.0,0.0,0.0,1895.4,0.0,0,0.0,1.043,0.7,1.045,0.995,0,19.0,30.0,0.7,15.2,1923.7,1.029,467.5,4489.0,1.6,7.2
40,0.1,42.0,5890,18:2:10.328,21.0,0.0,0.0,5.693,1097.3,4.7,0.6,42,0.005,0.1,57,0.0,0.0,15.9,1147.2,394.3,40.0,2.2,0.0,79.7,44,57,43,6.6,45,0.0,38,14.865,80.7,0,0.0,10252,25.3,43,0.8,60.6,0.1,16.2,0.0,1097.3,0.0,57,19.841,0.655,0.0,15.1,0.1,57,0.0,0.0,0.0,1.6,0.1,0.4,4.3,25.3,2005,0.0,44,3.6,10955,51.6,7.2,45,11.0,0.0,50.3,0.1,0.0,12.0,60,0.0,0.8,0.1,11.0,1.0,0.0,0.0,0.6,0,0.0,0.4,44,0.0,3.428,10.749,110.1,1197.1,0.1,44,0.0,99.8,962,4.383,0.0,0.0,58,56,99.9,12.0,25.0,99.9,0.1,0.0,0.698,99.0,41,20.9,0.0,0.0,2.2,897.8,0.0,53.2,3.6,0.0,44,45,1.4,0.0,3.2,0.277,0.0,43,0.0,11.0,4.4,36.0,4.7,0.0,56,4.375,8.6,9.0,0.0,56,0.0,1.0,38,0.2,45,0.7,1197.1,11.0,93.3,0.0,0.698,58.6,7.571,4.0,2,0.0,28.5,11.5,0.6,17.2,21.6.2026,0.694,43,0.0,0.0,601,0.0,74.6,0.0,0.0,1.5,11.0,0.0,0.0,4.7,0.679,399.0,45,6.1,0.0,98.3,300.0,3.0,0,0.636,1296.8,0.0,0.0,0.0,1296.8,0.0,0,0.0,0.655,0.9,0.66,0.694,0,13.0,13.0,0.8,4.4,724.5,0.679,131.9,1097.3,0.0,1.4
41,0.0,42.0,5889,18:2:11.343,20.1,0.0,0.0,5.693,1596.1,3.4,0.5,42,0.007,0.1,57,0.1,0.0,10.6,1508.8,258.6,40.0,0.2,0.0,93.5,43,58,43,3.7,45,0.0,38,7.067,2.6,0,0.7,10254,14.7,43,0.0,68.7,0.0,14.5,0.0,1396.6,0.0,57,19.841,0.663,0.7,12.4,0.2,57,0.2,0.0,0.048,1.9,0.0,0.4,1.9,32.7,2006,0.0,44,2.9,10953,51.6,7.2,45,16.0,0.0,49.9,0.0,0.0,15.0,59,0.0,0.9,0.0,15.0,0.4,0.0,0.4,0.5,0,0.0,0.0,41,0.5,2.918,3.638,46.6,1596.1,0.0,44,0.0,99.7,962,2.187,0.0,0.0,58,56,99.9,16.0,15.8,99.9,0.1,0.0,0.717,44.0,40,20.2,0.0,0.0,0.0,1296.8,32.7,67.2,0.0,0.8,44,45,1.4,0.7,0.1,0.157,0.0,43,0.0,9.4,1.9,36.0,6.2,0.0,59,3.75,7.5,13.0,0.0,57,0.0,0.9,38,0.2,45,0.5,1496.3,1.8,99.7,0.0,0.717,61.2,4.702,8.0,2,0.0,10.0,15.1,0.5,6.4,21.6.2026,0.717,42,0.0,0.0,601,0.0,74.5,0.0,0.0,0.6,14.0,0.0,0.0,6.2,0.69,798.0,45,3.2,0.148,99.2,300.0,0.0,0,0.628,1596.1,0.0,0.0,0.0,1596.1,0.0,0,0.0,0.664,0.5,0.668,0.717,0,16.0,16.0,0.4,1.9,243.0,0.658,55.7,1496.3,0.7,0.0
40,0.1,42.0,5888,18:2:12.352,22.6,0.0,0.0,5.693,1097.3,3.9,0.5,42,0.006,0.1,56,0.2,0.0,13.4,1047.4,321.3,40.0,0.4,0.0,88.5,43,57,44,4.5,45,0.0,38,4.713,5.3,0,0.0,10254,13.2,43,0.0,76.7,0.5,46.4,0.0,897.8,0.0,57,19.841,0.656,5.9,10.2,0.2,57,4.8,0.0,0.064,1.7,0.1,0.3,3.6,22.6,2007,0.0,44,2.5,10953,51.6,7.2,45,11.0,0.0,49.5,0.0,0.0,10.0,60,0.0,10.2,0.0,10.0,1.4,0.0,0.1,0.4,0,0.0,0.0,44,0.3,2.955,1.248,51.3,1097.3,0.8,44,0.0,99.8,962,1.719,0.0,0.0,58,56,99.1,11.0,13.1,99.9,0.1,0.0,0.695,76.1,41,24.2,0.0,0.0,1.3,897.8,0.0,72.5,0.0,0.5,44,45,1.1,0.0,0.2,0.132,0.0,43,0.0,4.5,2.2,36.0,5.4,0.0,56,5.625,25.9,9.0,0.0,57,0.0,0.7,38,0.2,45,8.2,997.6,3.6,99.3,0.0,0.7,22.6,4.448,4.0,2,20.1,7.3,10.5,0.6,25.1,21.6.2026,0.686,43,0.0,0.0,601,0.0,74.5,0.0,0.0,2.5,9.0,0.0,0.0,5.4,0.673,399.0,45,5.6,0.063,97.2,300.0,0.0,0,0.611,1197.1,0.0,0.0,0.0,1197.1,0.0,0,0.0,0.65,0.5,0.655,0.685,0,12.0,12.0,0.4,2.2,175.8,0.656,61.4,997.6,0.0,2.3
41,0.0,42.0,5890,18:2:13.360,17.4,0.0,0.0,5.693,1296.8,3.3,2.3,42,0.004,0.1,57,0.7,0.0,9.6,1284.4,230.7,40.0,0.3,0.0,90.1,44,57,43,5.5,45,0.0,37,4.42,3.1,0,0.7,10254,13.0,43,0.0,78.5,0.4,41.8,0.0,1197.1,0.0,57,19.841,0.658,0.7,1.7,0.2,56,0.2,0.0,0.073,2.1,0.1,0.3,3.3,19.3,2005,0.1,44,7.9,10953,51.6,7.2,45,13.0,0.0,49.4,0.0,0.0,13.0,59,0.0,7.0,0.0,13.0,1.8,0.0,0.1,0.4,0,0.0,0.0,44,0.7,2.892,1.066,47.4,1296.8,0.6,44,0.0,99.8,962,1.731,0.0,0.0,58,56,99.3,13.0,12.6,99.8,0.0,0.0,0.708,74.1,41,17.5,0.0,0.0,5.2,1097.3,19.3,82.7,0.0,0.0,44,45,0.8,1.2,0.1,0.128,0.0,44,0.0,5.1,2.0,36.0,5.3,0.0,56,3.125,20.2,11.0,0.0,56,0.0,0.7,37,0.1,45,6.4,1296.8,3.5,99.5,0.0,0.708,35.5,4.194,5.0,2,0.7,8.7,12.9,0.6,32.9,21.6.2026,0.698,43,0.0,0.0,601,0.2,74.5,0.0,0.0,3.1,12.0,0.0,0.0,5.3,0.68,498.8,45,4.9,0.101,96.6,300.0,0.0,0,0.618,1396.6,0.0,0.0,0.0,1396.6,0.0,0,0.0,0.658,0.5,0.658,0.698,0,14.0,14.0,0.5,2.0,215.1,0.656,56.4,1296.8,0.9,0.0
